Gene ID,TSS ID,Transcript ID,gene name,chromosome,strand,TSS source,primary TSS 5prime,primary TSS 3prime,secondary TSS 5prime,secondary TSS 3prime
LH09386,TSS55996,CUFF.25804.1,-,chr2,-,Annotation,102012967,102012967,102012967,102012967
LH09387,TSS56000,CUFF.25810.1,-,chr2,-,Annotation,102510452,102510452,102510452,102510452
LH09388,TSS56001,CUFF.25810.2,-,chr2,-,Annotation,102510908,102510908,102510908,102510908
LH09389,TSS56003,CUFF.25808.1,-,chr2,-,Annotation,102513786,102513786,102513786,102513786
LH09390,TSS56002,CUFF.25807.1,-,chr2,-,Annotation,102517569,102517569,102517569,102517569
LH09391,TSS56018,CUFF.25825.1,-,chr2,-,Annotation,103130665,103130665,103130665,103130665
LH09392,TSS56036,CUFF.25861.1,-,chr2,-,Annotation,104081847,104081847,104081847,104081847
LH09393,TSS56037,CUFF.25861.2,-,chr2,-,Annotation,104097010,104097010,104097010,104097010
LH09394,TSS56069,CUFF.25867.1,-,chr2,-,Annotation,105234214,105234214,105234214,105234214
LH09395,TSS56082,P1P2,LINC01158,chr2,-,"CAGE, primary peaks",105469636,105469702,105469636,105469702
LH09396,TSS56083,"CUFF.26021.45,CUFF.26021.41",LINC01158,chr2,-,Annotation,105471739,105471739,105471739,105471739
LH09397,TSS56084,CUFF.26021.46,LINC01158,chr2,-,"CAGE, robust peak",105472047,105472048,105472047,105472048
LH09398,TSS56085,CUFF.26021.43,LINC01158,chr2,-,Annotation,105472747,105472747,105472747,105472747
LH09399,TSS56107,ENST00000432211,AC104655.2,chr2,-,Annotation,105715095,105715095,105715095,105715095
LH09400,TSS56111,CUFF.25868.1,-,chr2,-,Annotation,105861649,105861649,105861649,105861649
LH09401,TSS56112,ENST00000609349,RP11-332H14.1,chr2,-,Annotation,105866251,105866251,105866251,105866251
LH09402,TSS56113,P1P2,RP11-332H14.2,chr2,-,"CAGE, primary peaks",105953912,105953969,105953912,105953969
LH09403,TSS56133,ENST00000598281,AC009505.2,chr2,-,Annotation,106473202,106473202,106473202,106473202
LH09404,TSS56132,ENST00000427050,AC009505.2,chr2,-,Annotation,106473633,106473633,106473633,106473633
LH09405,TSS56134,CUFF.25884.1,-,chr2,-,Annotation,106512431,106512431,106512431,106512431
LH09406,TSS56156,CUFF.26109.1,-,chr2,-,Annotation,108239922,108239922,108239922,108239922
LH09407,TSS56154,CUFF.26108.27,-,chr2,-,Annotation,108267421,108267421,108267421,108267421
LH09408,TSS56153,"CUFF.26108.14,CUFF.26108.21,CUFF.26108.25,CUFF.26108.30,CUFF.26108.31,CUFF.26108.34,CUFF.26108.36,CUFF.26108.40,CUFF.26108.41,CUFF.26108.42",-,chr2,-,Annotation,108364880,108364880,108364880,108364880
LH09409,TSS56175,CUFF.25919.1,-,chr2,-,Annotation,109098185,109098185,109098185,109098185
LH09410,TSS56176,P1P2,AC012487.2,chr2,-,"CAGE, primary peaks",109150651,109150680,109150688,109150695
LH09411,TSS56179,CUFF.25927.1,-,chr2,-,Annotation,109501935,109501935,109501935,109501935
LH09412,TSS56190,ENST00000567491,SH3RF3-AS1,chr2,-,"CAGE, robust peak",109745232,109745259,109745232,109745259
LH09413,TSS56188,CUFF.25948.1,SH3RF3-AS1,chr2,-,Annotation,109745759,109745759,109745759,109745759
LH09414,TSS56189,CUFF.25948.2,SH3RF3-AS1,chr2,-,Annotation,109745904,109745904,109745904,109745904
LH09415,TSS56193,CUFF.25943.1,-,chr2,-,Annotation,109881072,109881072,109881072,109881072
LH09416,TSS56211,P1P2,LINC00116,chr2,-,"CAGE, primary peaks",110970096,110970134,110970082,110970093
LH09417,TSS56219,"CUFF.25980.5,CUFF.25980.7",LINC01106,chr2,-,Annotation,111140810,111140810,111140810,111140810
LH09418,TSS56226,CUFF.25976.1,-,chr2,-,Annotation,111389022,111389022,111389022,111389022
LH09419,TSS56244,CUFF.25984.1,-,chr2,-,"CAGE, robust peak",111878182,111878184,111878059,111878078
LH09420,TSS56246,CUFF.25985.2,-,chr2,-,Annotation,111926022,111926022,111926022,111926022
LH09421,TSS56245,"CUFF.25985.1,CUFF.25985.5",-,chr2,-,Annotation,111926322,111926322,111926322,111926322
LH09422,TSS56256,ENST00000605570,MIR4435-1HG,chr2,-,Annotation,111966694,111966694,111966694,111966694
LH09423,TSS56253,CUFF.26316.6,MIR4435-1HG,chr2,-,Annotation,111980958,111980958,111980958,111980958
LH09424,TSS56259,ENST00000371162,MIR4435-1HG,chr2,-,Annotation,111996624,111996624,111996624,111996624
LH09425,TSS56269,ENST00000603052,RP11-803D5.4,chr2,-,Annotation,112025050,112025050,112025050,112025050
LH09426,TSS56251,ENST00000609220,MIR4435-1HG,chr2,-,Annotation,112101675,112101675,112101675,112101675
LH09427,TSS56260,P1P2,MIR4435-1HG,chr2,-,"CAGE, primary peaks",112123663,112123674,112123663,112123674
LH09428,TSS56249,"CUFF.26316.1,CUFF.26316.8,CUFF.26316.18",MIR4435-1HG,chr2,-,Annotation,112124389,112124389,112124389,112124389
LH09429,TSS56252,ENST00000609902,MIR4435-1HG,chr2,-,Annotation,112125102,112125102,112125102,112125102
LH09430,TSS56264,ENST00000603827,MIR4435-1HG,chr2,-,Annotation,112188485,112188485,112188485,112188485
LH09431,TSS56261,CUFF.26316.28,MIR4435-1HG,chr2,-,Annotation,112228260,112228260,112228260,112228260
LH09432,TSS56266,P1P2,MIR4435-1HG,chr2,-,"CAGE, primary peaks",112237835,112237844,112237835,112237844
LH09433,TSS56250,P1P2,MIR4435-1HG,chr2,-,"CAGE, primary peaks",112252668,112252677,112252668,112252677
LH09433,TSS56254,P1P2,MIR4435-1HG,chr2,-,"CAGE, primary peaks",112252668,112252677,112252668,112252677
LH09433,TSS56270,P1P2,AC017002.2,chr2,-,"CAGE, primary peaks",112252668,112252677,112252668,112252677
LH09434,TSS56275,CUFF.25993.1,-,chr2,-,Annotation,112798598,112798598,112798598,112798598
LH09435,TSS56280,CUFF.26001.1,-,chr2,-,Annotation,112948417,112948417,112948417,112948417
LH09436,TSS56281,CUFF.26001.2,-,chr2,-,Annotation,112949858,112949858,112949858,112949858
LH09437,TSS56282,CUFF.25999.1,-,chr2,-,"CAGE, robust peak",113032424,113032428,113032424,113032428
LH09438,TSS56286,CUFF.26012.1,-,chr2,-,CAGE permissive peak,113341962,113341994,113341888,113341894
LH09439,TSS56287,CUFF.26012.2,-,chr2,-,"CAGE, robust peak",113342350,113342363,113342350,113342363
LH09439,TSS56287,CUFF.26012.4,-,chr2,-,"CAGE, robust peak",113342350,113342363,113342350,113342363
LH09440,TSS56288,P1P2,AC079922.3,chr2,-,"CAGE, primary peaks",113403258,113403299,113403258,113403299
LH09441,TSS56290,CUFF.26011.1,-,chr2,-,Annotation,113416013,113416013,113416013,113416013
LH09442,TSS56309,CUFF.26043.1,-,chr2,-,Annotation,114254777,114254777,114254777,114254777
LH09443,TSS56310,CUFF.26043.2,-,chr2,-,Annotation,114255305,114255305,114255305,114255305
LH09444,TSS56316,CUFF.26044.1,-,chr2,-,Annotation,114341381,114341381,114341381,114341381
LH09445,TSS56317,CUFF.26044.2,-,chr2,-,Annotation,114341972,114341972,114341972,114341972
LH09446,TSS56318,CUFF.26050.1,-,chr2,-,Annotation,114394317,114394317,114394317,114394317
LH09447,TSS56320,P1P2,-,chr2,-,"CAGE, primary peaks",114467997,114468045,114467997,114468045
LH09448,TSS56330,P1P2,AC104653.1,chr2,-,"CAGE, primary peaks",114601148,114601150,114601148,114601150
LH09449,TSS56327,CUFF.26072.18,RP11-141B14.1,chr2,-,"CAGE, robust peak",114647548,114647565,114647279,114647296
LH09450,TSS56395,P1P2,AC093901.1,chr2,-,"CAGE, primary peaks",118943930,118943963,118943966,118944012
LH09451,TSS56433,CUFF.26145.9,-,chr2,-,Annotation,119988285,119988285,119988285,119988285
LH09452,TSS56435,CUFF.26150.1,STEAP3-AS1,chr2,-,Annotation,120020722,120020722,120020722,120020722
LH09453,TSS56437,CUFF.26139.1,-,chr2,-,Annotation,120025018,120025018,120025018,120025018
LH09454,TSS56464,P1P2,AC012363.4,chr2,-,"CAGE, primary peaks",120974003,120974029,120973979,120973999
LH09455,TSS56477,"CUFF.26165.1,CUFF.26165.2",-,chr2,-,Annotation,121103758,121103758,121103758,121103758
LH09456,TSS56498,P1P2,AC018866.1,chr2,-,"CAGE, primary peaks",121468077,121468108,121468077,121468108
LH09457,TSS56546,CUFF.26667.1,-,chr2,-,Annotation,123109319,123109319,123109319,123109319
LH09458,TSS56620,CUFF.26287.5,RP11-286H15.1,chr2,-,Annotation,128391840,128391840,128391840,128391840
LH09459,TSS56623,CUFF.26289.1,-,chr2,-,CAGE permissive peak,128458267,128458272,128458267,128458272
LH09460,TSS56625,ENST00000602909,RP5-935K16.1,chr2,-,Annotation,128603261,128603261,128603261,128603261
LH09461,TSS56626,CUFF.26298.1,-,chr2,-,Annotation,128650187,128650187,128650187,128650187
LH09462,TSS56629,CUFF.26300.1,-,chr2,-,Annotation,128988701,128988701,128988701,128988701
LH09463,TSS56672,P1P2,AC079776.3,chr2,-,"CAGE, primary peaks",130691884,130691918,130691859,130691877
LH09464,TSS56674,CUFF.26350.1,-,chr2,-,Annotation,131107583,131107583,131107583,131107583
LH09465,TSS56675,CUFF.26351.1,-,chr2,-,Annotation,131109052,131109052,131109052,131109052
LH09466,TSS56677,CUFF.26360.1,-,chr2,-,Annotation,131134278,131134278,131134278,131134278
LH09467,TSS56690,P1P2,AC133785.1,chr2,-,"CAGE, primary peaks",131594325,131594336,131594325,131594336
LH09468,TSS56699,CUFF.26374.6,-,chr2,-,Annotation,132044017,132044017,132044017,132044017
LH09468,TSS56700,CUFF.26374.11,-,chr2,-,Annotation,132043935,132043935,132043935,132043935
LH09469,TSS56701,CUFF.26373.1,-,chr2,-,Annotation,132068321,132068321,132068321,132068321
LH09470,TSS56705,ENST00000609270,RP11-109E12.1,chr2,-,Annotation,132221188,132221188,132221188,132221188
LH09471,TSS56706,CUFF.26383.1,-,chr2,-,Annotation,132230483,132230483,132230483,132230483
LH09472,TSS56707,CUFF.26386.1,-,chr2,-,Annotation,132275413,132275413,132275413,132275413
LH09473,TSS56708,P1P2,-,chr2,-,"CAGE, primary peaks",132300828,132300841,132300814,132300821
LH09474,TSS56710,CUFF.26415.2,-,chr2,-,Annotation,132386989,132386989,132386989,132386989
LH09475,TSS56715,CUFF.26416.1,LINC-C2orf27A-1,chr2,-,Annotation,132443760,132443760,132443760,132443760
LH09476,TSS56716,"CUFF.26416.4,CUFF.26416.5",LINC-C2orf27A-1,chr2,-,Annotation,132443952,132443952,132443952,132443952
LH09477,TSS56732,CUFF.26401.1,-,chr2,-,Annotation,132766239,132766239,132766239,132766239
LH09478,TSS56735,CUFF.26403.1,-,chr2,-,Annotation,132842654,132842654,132842654,132842654
LH09479,TSS56736,CUFF.26414.1,-,chr2,-,CAGE permissive peak,133013454,133013486,133013092,133013149
LH09480,TSS56740,CUFF.26412.1,-,chr2,-,Annotation,133034792,133034792,133034792,133034792
LH09481,TSS56742,CUFF.26409.1,AC097532.2,chr2,-,Annotation,133045728,133045728,133045728,133045728
LH09482,TSS56745,ENST00000608279,RP11-725P16.2,chr2,-,Annotation,133104870,133104870,133104870,133104870
LH09483,TSS56777,P1P2,CCNT2-AS1,chr2,-,"CAGE, primary peaks",135676270,135676285,135676296,135676311
LH09484,TSS56778,"CUFF.26446.1,CUFF.26446.2",-,chr2,-,Annotation,135928279,135928279,135928279,135928279
LH09484,TSS56779,CUFF.26446.3,-,chr2,-,Annotation,135928380,135928380,135928380,135928380
LH09485,TSS56782,CUFF.26456.1,-,chr2,-,Annotation,136391320,136391320,136391320,136391320
LH09486,TSS56783,CUFF.26543.1,AC093391.2,chr2,-,Annotation,136775048,136775048,136775048,136775048
LH09487,TSS56799,CUFF.26484.3,-,chr2,-,Annotation,138444099,138444099,138444099,138444099
LH09488,TSS56815,CUFF.26549.1,-,chr2,-,Annotation,138836624,138836624,138836624,138836624
LH09489,TSS56816,P1P2,AC097721.2,chr2,-,"CAGE, primary peaks",139259246,139259276,139259216,139259222
LH09490,TSS56817,CUFF.26489.1,-,chr2,-,Annotation,139277365,139277365,139277365,139277365
LH09491,TSS56826,CUFF.26571.4,-,chr2,-,Annotation,140032123,140032123,140032123,140032123
LH09492,TSS56856,CUFF.26557.1,-,chr2,-,Annotation,143697081,143697081,143697081,143697081
LH09493,TSS56857,CUFF.26556.1,-,chr2,-,Annotation,143762907,143762907,143762907,143762907
LH09494,TSS56858,CUFF.26556.3,-,chr2,-,Annotation,143763655,143763655,143763655,143763655
LH09495,TSS56859,CUFF.26560.1,-,chr2,-,Annotation,143813323,143813323,143813323,143813323
LH09496,TSS56889,CUFF.26595.3,-,chr2,-,"CAGE, robust peak",145282124,145282129,145282012,145282026
LH09497,TSS56890,"CUFF.26595.1,CUFF.26595.2",-,chr2,-,"CAGE, robust peak",145282284,145282298,145282012,145282026
LH09498,TSS56924,ENST00000402410,AC009480.3,chr2,-,Annotation,148660525,148660525,148660525,148660525
LH09499,TSS56925,CUFF.26605.1,-,chr2,-,Annotation,148818601,148818601,148818601,148818601
LH09500,TSS56927,CUFF.26606.1,-,chr2,-,Annotation,148828807,148828807,148828807,148828807
LH09501,TSS56926,CUFF.26605.2,-,chr2,-,Annotation,148856550,148856550,148856550,148856550
LH09502,TSS56934,CUFF.26613.1,-,chr2,-,Annotation,148960322,148960322,148960322,148960322
LH09503,TSS56928,"CUFF.26607.1,CUFF.26607.3",-,chr2,-,Annotation,148970720,148970720,148970720,148970720
LH09504,TSS56948,CUFF.26622.1,-,chr2,-,Annotation,150206008,150206008,150206008,150206008
LH09505,TSS56952,CUFF.26633.1,-,chr2,-,Annotation,150423658,150423658,150423658,150423658
LH09506,TSS56960,CUFF.26646.2,-,chr2,-,Annotation,151023061,151023061,151023061,151023061
LH09507,TSS56989,CUFF.26656.1,-,chr2,-,Annotation,152338665,152338665,152338665,152338665
LH09508,TSS56992,NLT_00004349,LINC-ARL5A-1,chr2,-,Annotation,152643432,152643432,152643432,152643432
LH09509,TSS56999,CUFF.26701.1,-,chr2,-,Annotation,153500449,153500449,153500449,153500449
LH09510,TSS56997,CUFF.26700.3,FMNL2-ASTUCP1,chr2,-,Annotation,153502568,153502568,153502568,153502568
LH09511,TSS56998,CUFF.26700.2,FMNL2-ASTUCP1,chr2,-,Annotation,153504339,153504339,153504339,153504339
LH09512,TSS57010,CUFF.26706.1,-,chr2,-,Annotation,155242698,155242698,155242698,155242698
LH09513,TSS57041,"ENST00000448255,ENST00000428651",AC093375.1,chr2,-,Annotation,156881106,156881106,156881106,156881106
LH09514,TSS57044,P1P2,-,chr2,-,"CAGE, primary peaks",157111406,157111420,157111406,157111420
LH09515,TSS57052,CUFF.26747.1,-,chr2,-,Annotation,157443357,157443357,157443357,157443357
LH09516,TSS57053,CUFF.26747.2,-,chr2,-,Annotation,157444398,157444398,157444398,157444398
LH09517,TSS57054,CUFF.26747.3,-,chr2,-,Annotation,157447605,157447605,157447605,157447605
LH09518,TSS57058,CUFF.26749.6,-,chr2,-,Annotation,157581999,157581999,157581999,157581999
LH09519,TSS57062,CUFF.26818.5,-,chr2,-,Annotation,157829686,157829686,157829686,157829686
LH09520,TSS57076,CUFF.26759.1,-,chr2,-,Annotation,159501439,159501439,159501439,159501439
LH09521,TSS57077,CUFF.26797.1,AC005042.4,chr2,-,Annotation,159525756,159525756,159525756,159525756
LH09522,TSS57079,CUFF.26797.7,AC005042.4,chr2,-,Annotation,159579488,159579488,159579488,159579488
LH09523,TSS57078,P1P2,AC005042.4,chr2,-,"CAGE, primary peaks",159591481,159591491,159591481,159591491
LH09524,TSS57081,CUFF.26797.9,AC005042.4,chr2,-,Annotation,159639599,159639599,159639599,159639599
LH09525,TSS57089,P1P2,AC009961.3,chr2,-,"CAGE, primary peaks",160568590,160568603,160568490,160568508
LH09526,TSS57088,P1P2,AC009961.3,chr2,-,"CAGE, primary peaks",160568866,160568907,160568866,160568907
LH09527,TSS57091,CUFF.26787.1,-,chr2,-,Annotation,160792478,160792478,160792478,160792478
LH09528,TSS57121,CUFF.26832.1,-,chr2,-,Annotation,163203651,163203651,163203651,163203651
LH09529,TSS57139,CUFF.26940.14,-,chr2,-,Annotation,165320074,165320074,165320074,165320074
LH09530,TSS57140,CUFF.26849.1,-,chr2,-,Annotation,165522523,165522523,165522523,165522523
LH09531,TSS57141,CUFF.26918.2,-,chr2,-,Annotation,165841004,165841004,165841004,165841004
LH09532,TSS57142,CUFF.26860.1,-,chr2,-,Annotation,166184158,166184158,166184158,166184158
LH09533,TSS57152,P1P2,AC009495.4,chr2,-,"CAGE, primary peaks",166702701,166702714,166702601,166702625
LH09534,TSS57162,CUFF.26907.5,AC016723.4,chr2,-,Annotation,168700055,168700055,168700055,168700055
LH09535,TSS57166,ENST00000430546,AC016723.4,chr2,-,Annotation,168726424,168726424,168726424,168726424
LH09536,TSS57167,CUFF.26907.12,AC016723.4,chr2,-,Annotation,168728476,168728476,168728476,168728476
LH09537,TSS57165,P1P2,AC016723.4,chr2,-,"CAGE, primary peaks",168797676,168797690,168797676,168797690
LH09538,TSS57171,CUFF.26882.7,-,chr2,-,Annotation,169207841,169207841,169207841,169207841
LH09539,TSS57186,P1P2,CERS6-AS1,chr2,-,"CAGE, primary peaks",169642929,169642939,169642929,169642939
LH09540,TSS57184,CUFF.26902.2,CERS6-AS1,chr2,-,Annotation,169678566,169678566,169678566,169678566
LH09541,TSS57189,CUFF.26880.1,-,chr2,-,Annotation,169721583,169721583,169721583,169721583
LH09542,TSS57194,CUFF.26887.1,-,chr2,-,Annotation,170440297,170440297,170440297,170440297
LH09543,TSS57195,CUFF.26896.1,-,chr2,-,Annotation,170573909,170573909,170573909,170573909
LH09544,TSS57196,CUFF.26891.1,-,chr2,-,Annotation,170611330,170611330,170611330,170611330
LH09545,TSS57197,CUFF.26889.1,-,chr2,-,Annotation,170615174,170615174,170615174,170615174
LH09546,TSS57198,CUFF.26892.1,-,chr2,-,Annotation,170616286,170616286,170616286,170616286
LH09547,TSS57207,"CUFF.26914.1,CUFF.26914.4",-,chr2,-,Annotation,171112520,171112520,171112520,171112520
LH09548,TSS57221,CUFF.27192.43,-,chr2,-,Annotation,171222801,171222801,171222801,171222801
LH09549,TSS57239,CUFF.26923.1,-,chr2,-,Annotation,171780002,171780002,171780002,171780002
LH09550,TSS57240,CUFF.26915.1,-,chr2,-,Annotation,171842902,171842902,171842902,171842902
LH09551,TSS57248,CUFF.26926.1,-,chr2,-,Annotation,172606667,172606667,172606667,172606667
LH09552,TSS57251,CUFF.26984.5,METAP1D-ASTUCP1,chr2,-,CAGE permissive peak,172958361,172958376,172958361,172958376
LH09553,TSS57263,P1P2,AC078883.4,chr2,-,"CAGE, primary peaks",173293535,173293537,173293535,173293537
LH09554,TSS57266,"ENST00000458314,ENST00000417539",AC078883.3,chr2,-,Annotation,173330745,173330745,173330745,173330745
LH09555,TSS57267,P1P2,AC093818.1,chr2,-,"CAGE, primary peaks",173421236,173421245,173421209,173421210
LH09555,TSS57270,P1P2,AC093818.1,chr2,-,"CAGE, primary peaks",173421151,173421206,173421209,173421210
LH09556,TSS57265,CUFF.26973.11,AC093818.1,chr2,-,Annotation,173423435,173423435,173423435,173423435
LH09557,TSS57273,CUFF.26957.1,-,chr2,-,Annotation,173462435,173462435,173462435,173462435
LH09558,TSS57272,CUFF.26956.4,-,chr2,-,Annotation,173479555,173479555,173479555,173479555
LH09559,TSS57280,CUFF.26958.1,-,chr2,-,Annotation,173744364,173744364,173744364,173744364
LH09560,TSS57289,P1P2,MLK7-AS1,chr2,-,"CAGE, primary peaks",174146763,174146766,174146763,174146766
LH09561,TSS57297,CUFF.26985.28,-,chr2,-,"CAGE, robust peak",174219514,174219526,174219514,174219526
LH09562,TSS57300,CUFF.26967.1,-,chr2,-,Annotation,174395710,174395710,174395710,174395710
LH09563,TSS57301,CUFF.26968.1,-,chr2,-,Annotation,174397476,174397476,174397476,174397476
LH09564,TSS57303,CUFF.27024.1,-,chr2,-,Annotation,174499109,174499109,174499109,174499109
LH09565,TSS57311,CUFF.27020.7,-,chr2,-,Annotation,174558397,174558397,174558397,174558397
LH09566,TSS57312,CUFF.27021.1,-,chr2,-,Annotation,174564144,174564144,174564144,174564144
LH09567,TSS57309,CUFF.27020.5,-,chr2,-,Annotation,174628357,174628357,174628357,174628357
LH09568,TSS57321,CUFF.27022.1,-,chr2,-,Annotation,174679248,174679248,174679248,174679248
LH09569,TSS57334,CUFF.26980.1,AC018470.4,chr2,-,Annotation,175193380,175193380,175193380,175193380
LH09570,TSS57335,CUFF.26981.1,-,chr2,-,"CAGE, robust peak",175198519,175198542,175198519,175198542
LH09571,TSS57337,CUFF.26994.1,-,chr2,-,Annotation,175924673,175924673,175924673,175924673
LH09572,TSS57338,CUFF.26995.1,-,chr2,-,Annotation,175928455,175928455,175928455,175928455
LH09573,TSS57339,CUFF.26998.1,-,chr2,-,Annotation,175934720,175934720,175934720,175934720
LH09574,TSS57341,CUFF.27048.1,-,chr2,-,Annotation,176604864,176604864,176604864,176604864
LH09575,TSS57345,CUFF.27001.1,-,chr2,-,Annotation,176781236,176781236,176781236,176781236
LH09576,TSS57346,CUFF.27002.1,-,chr2,-,Annotation,176785789,176785789,176785789,176785789
LH09577,TSS57348,CUFF.27007.1,-,chr2,-,"CAGE, robust peak",176957889,176957905,176957889,176957905
LH09578,TSS57349,"CUFF.27008.1,CUFF.27008.2",-,chr2,-,"CAGE, robust peak",176971857,176971868,176971857,176971868
LH09579,TSS57350,P1P2,HOXD-AS2,chr2,-,"CAGE, primary peaks",177001827,177001851,177001784,177001795
LH09580,TSS57359,P1P2,HOXD-AS1,chr2,-,"CAGE, primary peaks",177042755,177042759,177042702,177042725
LH09581,TSS57355,P1P2,HOXD-AS1,chr2,-,"CAGE, primary peaks",177053252,177053307,177053313,177053325
LH09582,TSS57373,P1P2,LINC01116,chr2,-,"CAGE, primary peaks",177502254,177502360,177502365,177502379
LH09582,TSS57377,P1P2,LINC01116,chr2,-,"CAGE, primary peaks",177502254,177502360,177502365,177502379
LH09583,TSS57374,P1P2,LINC01116,chr2,-,"CAGE, primary peaks",177502703,177502747,177502365,177502379
LH09584,TSS57403,CUFF.27143.2,AC079305.8,chr2,-,"CAGE, robust peak",178077337,178077347,178077129,178077179
LH09585,TSS57405,P1P2,AC074286.1,chr2,-,"CAGE, primary peaks",178179761,178179765,178179650,178179668
LH09586,TSS57406,P1P2,AC074286.1,chr2,-,"CAGE, primary peaks",178257384,178257393,178257384,178257393
LH09587,TSS57411,CUFF.27061.1,-,chr2,-,Annotation,179381483,179381483,179381483,179381483
LH09588,TSS57432,CUFF.27080.1,-,chr2,-,Annotation,181930402,181930402,181930402,181930402
LH09589,TSS57433,CUFF.27080.2,-,chr2,-,Annotation,181932868,181932868,181932868,181932868
LH09590,TSS57436,ENST00000456895,AC068196.1,chr2,-,Annotation,181970695,181970695,181970695,181970695
LH09591,TSS57444,P1P2,RP11-366L5.1,chr2,-,"CAGE, primary peaks",182756555,182756573,182756555,182756573
LH09592,TSS57445,CUFF.27092.1,-,chr2,-,Annotation,182920854,182920854,182920854,182920854
LH09593,TSS57454,CUFF.27103.1,-,chr2,-,Annotation,183646641,183646641,183646641,183646641
LH09594,TSS57455,CUFF.27103.3,-,chr2,-,Annotation,183649248,183649248,183649248,183649248
LH09595,TSS57456,CUFF.27103.4,-,chr2,-,Annotation,183649911,183649911,183649911,183649911
LH09596,TSS57459,ENST00000413954,AC064871.3,chr2,-,Annotation,183972431,183972431,183972431,183972431
LH09597,TSS57468,NLT_00004381,LINC-ZNF804A-3,chr2,-,"CAGE, robust peak",185463107,185463139,185462880,185462902
LH09598,TSS57503,CUFF.27202.1,-,chr2,-,Annotation,187018117,187018117,187018117,187018117
LH09599,TSS57505,"CUFF.27204.2,CUFF.27204.4,CUFF.27204.7",-,chr2,-,"CAGE, robust peak",187350788,187350911,187350714,187350787
LH09600,TSS57508,CUFF.27167.1,-,chr2,-,Annotation,187379472,187379472,187379472,187379472
LH09601,TSS57509,CUFF.27169.1,-,chr2,-,Annotation,187382705,187382705,187382705,187382705
LH09602,TSS57515,P1P2,AC017101.10,chr2,-,"CAGE, primary peaks",187560095,187560096,187560095,187560096
LH09603,TSS57516,CUFF.27181.1,-,chr2,-,Annotation,187685185,187685185,187685185,187685185
LH09604,TSS57521,CUFF.27259.1,-,chr2,-,Annotation,188540911,188540911,188540911,188540911
LH09605,TSS57523,CUFF.27259.9,LINC01090,chr2,-,Annotation,188905791,188905791,188905791,188905791
LH09606,TSS57522,P1P2,LINC01090,chr2,-,"CAGE, primary peaks",189152393,189152414,189152393,189152414
LH09606,TSS57527,P1P2,LINC01090,chr2,-,"CAGE, primary peaks",189152393,189152414,189152393,189152414
LH09607,TSS57539,"CUFF.27236.1,CUFF.27236.2,CUFF.27236.5",-,chr2,-,CAGE permissive peak,190305707,190305718,190305707,190305718
LH09608,TSS57540,CUFF.27195.1,-,chr2,-,Annotation,190343659,190343659,190343659,190343659
LH09609,TSS57541,ENST00000608680,RP11-455J20.3,chr2,-,Annotation,190629182,190629182,190629182,190629182
LH09610,TSS57546,ENST00000609166,RP11-647K16.1,chr2,-,Annotation,191319247,191319247,191319247,191319247
LH09611,TSS57547,CUFF.27220.3,-,chr2,-,CAGE permissive peak,191513659,191513660,191513391,191513414
LH09612,TSS57550,ENST00000421437,AC006460.2,chr2,-,Annotation,191555098,191555098,191555098,191555098
LH09613,TSS57556,"CUFF.27238.15,CUFF.27238.17",-,chr2,-,CAGE permissive peak,191625222,191625228,191625222,191625228
LH09614,TSS57549,CUFF.27238.20,-,chr2,-,Annotation,191709374,191709374,191709374,191709374
LH09615,TSS57561,P1P2,AC005540.3,chr2,-,"CAGE, primary peaks",191746709,191746734,191746776,191746787
LH09616,TSS57563,CUFF.27224.2,-,chr2,-,Annotation,191827633,191827633,191827633,191827633
LH09617,TSS57566,P1P2,AC092614.2,chr2,-,"CAGE, primary peaks",192110882,192110932,192110807,192110821
LH09618,TSS57577,CUFF.27246.2,-,chr2,-,Annotation,192566011,192566011,192566011,192566011
LH09619,TSS57578,CUFF.27246.1,-,chr2,-,Annotation,192567475,192567475,192567475,192567475
LH09620,TSS57575,CUFF.27244.1,-,chr2,-,Annotation,192602490,192602490,192602490,192602490
LH09621,TSS57585,CUFF.27287.1,-,chr2,-,Annotation,193948242,193948242,193948242,193948242
LH09622,TSS57628,CUFF.27289.1,-,chr2,-,Annotation,196429230,196429230,196429230,196429230
LH09623,TSS57629,CUFF.27289.2,-,chr2,-,Annotation,196432134,196432134,196432134,196432134
LH09624,TSS57634,CUFF.27282.1,-,chr2,-,Annotation,196525579,196525579,196525579,196525579
LH09625,TSS57635,CUFF.27282.2,-,chr2,-,Annotation,196526108,196526108,196526108,196526108
LH09626,TSS57647,CUFF.27322.1,-,chr2,-,Annotation,198338546,198338546,198338546,198338546
LH09627,TSS57671,CUFF.27351.6,-,chr2,-,Annotation,200684474,200684474,200684474,200684474
LH09628,TSS57674,P1P2,AC073043.1,chr2,-,"CAGE, primary peaks",200775818,200775843,200775854,200775874
LH09629,TSS57684,CUFF.27359.1,-,chr2,-,Annotation,201283128,201283128,201283128,201283128
LH09630,TSS57685,"CUFF.27356.1,CUFF.27356.2",-,chr2,-,Annotation,201347018,201347018,201347018,201347018
LH09631,TSS57693,CUFF.27361.1,RP11-469M7.1,chr2,-,Annotation,201689481,201689481,201689481,201689481
LH09632,TSS57700,CUFF.27373.1,-,chr2,-,Annotation,201980614,201980614,201980614,201980614
LH09633,TSS57701,CUFF.27372.1,-,chr2,-,CAGE permissive peak,201983253,201983276,201983253,201983276
