study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	instrument_platform	instrument_model	library_name	library_layout	library_strategy	library_source	library_selection	experiment_title	study_title	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	sample_alias	sample_title
PRJNA34535	SAMN00114947	SRS116480	SRX667475	SRR1534744	ILLUMINA	Illumina HiSeq 2500	GH265A_L5.2013_03_26	SINGLE	OTHER	GENOMIC	RANDOM	Illumina HiSeq 2500 sequencing; TAB-Seq	UCSD Human Reference Epigenome Mapping Project	2013_03_26_ChIP_SR_flowcell-B/fastq_files/lane5.fastq.bz2	2013_03_26_ChIP_SR_flowcell-B/fastq_files/lane5.fastq	17856497738	81cd3f2625f52c5da0abb595ff6e7e7d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/004/SRR1534744/SRR1534744.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR153/004/SRR1534744/SRR1534744.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/004/SRR1534744/SRR1534744.fastq.gz	H1+BMP4_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00114947	SRS116480	SRX667476	SRR1534745	ILLUMINA	Illumina HiSeq 2500	GH265A_L6.2013_03_26	SINGLE	OTHER	GENOMIC	RANDOM	Illumina HiSeq 2500 sequencing; TAB-Seq	UCSD Human Reference Epigenome Mapping Project	2013_03_26_ChIP_SR_flowcell-B/fastq_files/lane6.fastq.bz2	2013_03_26_ChIP_SR_flowcell-B/fastq_files/lane6.fastq	17721651229	84dbc6b18a6b472ba829b7ed28d6953f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/005/SRR1534745/SRR1534745.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR153/005/SRR1534745/SRR1534745.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/005/SRR1534745/SRR1534745.fastq.gz	H1+BMP4_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00114947	SRS116480	SRX667477	SRR1534746	ILLUMINA	Illumina HiSeq 2500	GH265B_L6.2013_03_27	SINGLE	OTHER	GENOMIC	RANDOM	Illumina HiSeq 2500 sequencing; TAB-Seq	UCSD Human Reference Epigenome Mapping Project	2013_03_27_ChIP_SR_flowcell-A/fastq_files/lane6.fastq.bz2	2013_03_27_ChIP_SR_flowcell-A/fastq_files/lane6.fastq	18815634791	5eaedca3d79f29cbe1dcd3aa2be5b56a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/006/SRR1534746/SRR1534746.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR153/006/SRR1534746/SRR1534746.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/006/SRR1534746/SRR1534746.fastq.gz	H1+BMP4_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00114947	SRS116480	SRX667478	SRR1534747	ILLUMINA	Illumina HiSeq 2000	GH265B_L7.2013_03_20	SINGLE	OTHER	GENOMIC	RANDOM	Illumina HiSeq 2000 sequencing; TAB-Seq	UCSD Human Reference Epigenome Mapping Project	2013_03_20_FISH_SR_flowcell-B/fastq_files/lane7.fastq.bz2	2013_03_20_FISH_SR_flowcell-B/fastq_files/lane7.fastq	13020100645	98b005ab73681b59e31d7f50df4bb7ea	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/007/SRR1534747/SRR1534747.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR153/007/SRR1534747/SRR1534747.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/007/SRR1534747/SRR1534747.fastq.gz	H1+BMP4_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00739305	SRS267133	SRX667479	SRR1534748	ILLUMINA	Illumina HiSeq 2500	GH265B_L7.2013_03_27	SINGLE	OTHER	GENOMIC	RANDOM	Illumina HiSeq 2500 sequencing; TAB-Seq	UCSD Human Reference Epigenome Mapping Project	2013_03_27_ChIP_SR_flowcell-A/fastq_files/lane7.fastq.bz2	2013_03_27_ChIP_SR_flowcell-A/fastq_files/lane7.fastq	16578028664	36c94494a4c307eeeace3a79e8926337	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/008/SRR1534748/SRR1534748.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR153/008/SRR1534748/SRR1534748.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/008/SRR1534748/SRR1534748.fastq.gz	h1_mesendoderm_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00114947	SRS116480	SRX667480	SRR1534749	ILLUMINA	Illumina HiSeq 2000	GH265_IDX_5.2013_02_01	SINGLE	OTHER	GENOMIC	RANDOM	Illumina HiSeq 2000 sequencing; TAB-Seq	UCSD Human Reference Epigenome Mapping Project	2013_02_01_FISH_SR_flowcell-B/fastq_files/GH265.fastq.gz	2013_02_01_FISH_SR_flowcell-B/fastq_files/GH265.fastq	16957882542	83cfff0885a1f6fd2ccd9a5102b3e007	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/009/SRR1534749/SRR1534749.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR153/009/SRR1534749/SRR1534749.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/009/SRR1534749/SRR1534749.fastq.gz	H1+BMP4_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00739305	SRS267133	SRX667481	SRR1534750	ILLUMINA	Illumina HiSeq 2500	GH266A_L1.2013_03_27	SINGLE	OTHER	GENOMIC	RANDOM	Illumina HiSeq 2500 sequencing; TAB-Seq	UCSD Human Reference Epigenome Mapping Project	2013_03_27_ChIP_SR_flowcell-A/fastq_files/lane1.fastq.bz2	2013_03_27_ChIP_SR_flowcell-A/fastq_files/lane1.fastq	16304361831	cc22fece6553f2355557d8d6516bbe63	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/000/SRR1534750/SRR1534750.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR153/000/SRR1534750/SRR1534750.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/000/SRR1534750/SRR1534750.fastq.gz	h1_mesendoderm_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00739305	SRS267133	SRX667482	SRR1534751	ILLUMINA	Illumina HiSeq 2500	GH266A_L2.2013_03_27	SINGLE	OTHER	GENOMIC	RANDOM	Illumina HiSeq 2500 sequencing; TAB-Seq	UCSD Human Reference Epigenome Mapping Project	2013_03_27_ChIP_SR_flowcell-A/fastq_files/lane2.fastq.bz2	2013_03_27_ChIP_SR_flowcell-A/fastq_files/lane2.fastq	17672908050	daf1942cf1efade859ac764bc54b5f9c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/001/SRR1534751/SRR1534751.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR153/001/SRR1534751/SRR1534751.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/001/SRR1534751/SRR1534751.fastq.gz	h1_mesendoderm_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00739305	SRS267133	SRX667483	SRR1534752	ILLUMINA	Illumina HiSeq 2000	GH266A_L4.2013_03_20	SINGLE	OTHER	GENOMIC	RANDOM	Illumina HiSeq 2000 sequencing; TAB-Seq	UCSD Human Reference Epigenome Mapping Project	2013_03_20_FISH_SR_flowcell-B/fastq_files/lane4.fastq.bz2	2013_03_20_FISH_SR_flowcell-B/fastq_files/lane4.fastq	16697557786	aeae10a773d8a161e838596b0554ac8a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/002/SRR1534752/SRR1534752.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR153/002/SRR1534752/SRR1534752.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/002/SRR1534752/SRR1534752.fastq.gz	h1_mesendoderm_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00739305	SRS267133	SRX667484	SRR1534753	ILLUMINA	Illumina HiSeq 2000	GH266B_L6.2013_04_24	SINGLE	OTHER	GENOMIC	RANDOM	Illumina HiSeq 2000 sequencing; TAB-Seq	UCSD Human Reference Epigenome Mapping Project	2013_04_24_FISH_SR_flowcell-A/fastq_files/lane6_6.fastq.bz2	2013_04_24_FISH_SR_flowcell-A/fastq_files/lane6_6.fastq	17209257962	0cd3b3f894a9c176c453f86fa7e36345	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/003/SRR1534753/SRR1534753.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR153/003/SRR1534753/SRR1534753.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/003/SRR1534753/SRR1534753.fastq.gz	h1_mesendoderm_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00739305	SRS267133	SRX667485	SRR1534754	ILLUMINA	Illumina HiSeq 2500	GH266B_L7.2013_03_26	SINGLE	OTHER	GENOMIC	RANDOM	Illumina HiSeq 2500 sequencing; TAB-Seq	UCSD Human Reference Epigenome Mapping Project	2013_03_26_ChIP_SR_flowcell-B/fastq_files/lane7.fastq.bz2	2013_03_26_ChIP_SR_flowcell-B/fastq_files/lane7.fastq	16223786133	5fbf2a6ed8664f1fd6e4cba81feeafe3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/004/SRR1534754/SRR1534754.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR153/004/SRR1534754/SRR1534754.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/004/SRR1534754/SRR1534754.fastq.gz	h1_mesendoderm_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00739305	SRS267133	SRX667486	SRR1534755	ILLUMINA	Illumina HiSeq 2000	GH266B_L7.2013_04_24	SINGLE	OTHER	GENOMIC	RANDOM	Illumina HiSeq 2000 sequencing; TAB-Seq	UCSD Human Reference Epigenome Mapping Project	2013_04_24_FISH_SR_flowcell-A/fastq_files/lane7_6.fastq.bz2	2013_04_24_FISH_SR_flowcell-A/fastq_files/lane7_6.fastq	17615015089	eb76bb2c3933ae82a852bf5a404e7903	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/005/SRR1534755/SRR1534755.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR153/005/SRR1534755/SRR1534755.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/005/SRR1534755/SRR1534755.fastq.gz	h1_mesendoderm_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00739305	SRS267133	SRX667487	SRR1534756	ILLUMINA	Illumina HiSeq 2000	GH266_IDX_6.2013_02_01	SINGLE	OTHER	GENOMIC	RANDOM	Illumina HiSeq 2000 sequencing; TAB-Seq	UCSD Human Reference Epigenome Mapping Project	2013_02_01_FISH_SR_flowcell-B/fastq_files/GH266.fastq.gz	2013_02_01_FISH_SR_flowcell-B/fastq_files/GH266.fastq	19495698193	b3312eeb6ce8109e51299b1fe00d6a00	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/006/SRR1534756/SRR1534756.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR153/006/SRR1534756/SRR1534756.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/006/SRR1534756/SRR1534756.fastq.gz	h1_mesendoderm_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00739304	SRS267132	SRX667488	SRR1534757	ILLUMINA	Illumina HiSeq 2000	GH278.2013_08_07	SINGLE	OTHER	GENOMIC	RANDOM	Illumina HiSeq 2000 sequencing; TAB-Seq	UCSD Human Reference Epigenome Mapping Project	2013_08_07_FISH_SR_Q33_A/fastq/GH278.fastq.gz	2013_08_07_FISH_SR_Q33_A/fastq/GH278.fastq	7699333827	e56fa44a40f3e7519534d22c63b9cd88	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/007/SRR1534757/SRR1534757.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR153/007/SRR1534757/SRR1534757.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/007/SRR1534757/SRR1534757.fastq.gz	h1_mesendoderm_r1	Generic sample from Homo sapiens
PRJNA34535	SAMN00739304	SRS267132	SRX667489	SRR1534758	ILLUMINA	Illumina HiSeq 2000	GH278A.2013_08_07	SINGLE	OTHER	GENOMIC	RANDOM	Illumina HiSeq 2000 sequencing; TAB-Seq	UCSD Human Reference Epigenome Mapping Project	2013_08_07_FISH_SR_Q33_A/fastq/GH278A.fastq.gz	2013_08_07_FISH_SR_Q33_A/fastq/GH278A.fastq	10663713151	0a8728d7f98f724047e28db502a5c953	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/008/SRR1534758/SRR1534758.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR153/008/SRR1534758/SRR1534758.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/008/SRR1534758/SRR1534758.fastq.gz	h1_mesendoderm_r1	Generic sample from Homo sapiens
PRJNA34535	SAMN00739304	SRS267132	SRX667490	SRR1534759	ILLUMINA	Illumina HiSeq 2000	GH278A_L3.2013_07_31	SINGLE	OTHER	GENOMIC	RANDOM	Illumina HiSeq 2000 sequencing; TAB-Seq	UCSD Human Reference Epigenome Mapping Project	2013_07_31_FISH_SR_Q33_A/fastq/Project_GH/Sample_GH278A_1/GH278A_1_NoIndex_L003_R1_001.fastq.gz	2013_07_31_FISH_SR_Q33_A/fastq/Project_GH/Sample_GH278A_1/GH278A_1_NoIndex_L003_R1_001.fastq	4229856360	a8dcc1ce3be51c36633805af64fb3e9a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/009/SRR1534759/SRR1534759.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR153/009/SRR1534759/SRR1534759.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/009/SRR1534759/SRR1534759.fastq.gz	h1_mesendoderm_r1	Generic sample from Homo sapiens
PRJNA34535	SAMN00739304	SRS267132	SRX667491	SRR1534760	ILLUMINA	Illumina HiSeq 2000	GH278A_L5.2013_07_31	SINGLE	OTHER	GENOMIC	RANDOM	Illumina HiSeq 2000 sequencing; TAB-Seq	UCSD Human Reference Epigenome Mapping Project	2013_07_31_FISH_SR_Q33_A/fastq/Project_GH/Sample_GH278A_3/GH278A_3_NoIndex_L005_R1_001.fastq.gz	2013_07_31_FISH_SR_Q33_A/fastq/Project_GH/Sample_GH278A_3/GH278A_3_NoIndex_L005_R1_001.fastq	4271375325	aa548c46696024139b2ef25cb23b8b86	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/000/SRR1534760/SRR1534760.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR153/000/SRR1534760/SRR1534760.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/000/SRR1534760/SRR1534760.fastq.gz	h1_mesendoderm_r1	Generic sample from Homo sapiens
PRJNA34535	SAMN00739304	SRS267132	SRX667492	SRR1534761	ILLUMINA	Illumina HiSeq 2000	GH278B.2013_08_07	SINGLE	OTHER	GENOMIC	RANDOM	Illumina HiSeq 2000 sequencing; TAB-Seq	UCSD Human Reference Epigenome Mapping Project	2013_08_07_FISH_SR_Q33_A/fastq/GH278B.fastq.gz	2013_08_07_FISH_SR_Q33_A/fastq/GH278B.fastq	6642129562	55899553a540bb72df983467c3c2fe3f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/001/SRR1534761/SRR1534761.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR153/001/SRR1534761/SRR1534761.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/001/SRR1534761/SRR1534761.fastq.gz	h1_mesendoderm_r1	Generic sample from Homo sapiens
PRJNA34535	SAMN00739304	SRS267132	SRX667493	SRR1534762	ILLUMINA	Illumina HiSeq 2000	GH278B_L6.2013_07_31	SINGLE	OTHER	GENOMIC	RANDOM	Illumina HiSeq 2000 sequencing; TAB-Seq	UCSD Human Reference Epigenome Mapping Project	2013_07_31_FISH_SR_Q33_A/fastq/Project_GH/Sample_GH278B_1/GH278B_1_NoIndex_L006_R1_001.fastq.gz	2013_07_31_FISH_SR_Q33_A/fastq/Project_GH/Sample_GH278B_1/GH278B_1_NoIndex_L006_R1_001.fastq	3913287713	fa66ce50b87bd6688647f7d3b8b5e36f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/002/SRR1534762/SRR1534762.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR153/002/SRR1534762/SRR1534762.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/002/SRR1534762/SRR1534762.fastq.gz	h1_mesendoderm_r1	Generic sample from Homo sapiens
PRJNA34535	SAMN00739304	SRS267132	SRX667494	SRR1534763	ILLUMINA	Illumina HiSeq 2000	GH278_L1.2013_07_31	SINGLE	OTHER	GENOMIC	RANDOM	Illumina HiSeq 2000 sequencing; TAB-Seq	UCSD Human Reference Epigenome Mapping Project	2013_07_31_FISH_SR_Q33_A/fastq/Project_GH/Sample_GH278_1/GH278_1_NoIndex_L001_R1_001.fastq.gz	2013_07_31_FISH_SR_Q33_A/fastq/Project_GH/Sample_GH278_1/GH278_1_NoIndex_L001_R1_001.fastq	4438294654	d6b045abd9ddf4d9b0daaff7371fc73d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/003/SRR1534763/SRR1534763.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR153/003/SRR1534763/SRR1534763.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/003/SRR1534763/SRR1534763.fastq.gz	h1_mesendoderm_r1	Generic sample from Homo sapiens
PRJNA34535	SAMN00739304	SRS267132	SRX667495	SRR1534764	ILLUMINA	Illumina HiSeq 2000	GH278_L2.2013_07_31	SINGLE	OTHER	GENOMIC	RANDOM	Illumina HiSeq 2000 sequencing; TAB-Seq	UCSD Human Reference Epigenome Mapping Project	2013_07_31_FISH_SR_Q33_A/fastq/Project_GH/Sample_GH278_2/GH278_2_NoIndex_L002_R1_001.fastq.gz	2013_07_31_FISH_SR_Q33_A/fastq/Project_GH/Sample_GH278_2/GH278_2_NoIndex_L002_R1_001.fastq	4400936768	60604cc95e5a05d5a739786d5105723b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/004/SRR1534764/SRR1534764.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR153/004/SRR1534764/SRR1534764.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/004/SRR1534764/SRR1534764.fastq.gz	h1_mesendoderm_r1	Generic sample from Homo sapiens
PRJNA34535	SAMN00739304	SRS267132	SRX667496	SRR1534765	ILLUMINA	Illumina HiSeq 2000	GH278_L4.2013_07_31	SINGLE	OTHER	GENOMIC	RANDOM	Illumina HiSeq 2000 sequencing; TAB-Seq	UCSD Human Reference Epigenome Mapping Project	2013_07_31_FISH_SR_Q33_A/fastq/Project_GH/Sample_GH278A_2/GH278A_2_NoIndex_L004_R1_001.fastq.gz	2013_07_31_FISH_SR_Q33_A/fastq/Project_GH/Sample_GH278A_2/GH278A_2_NoIndex_L004_R1_001.fastq	4252353495	3286fb291310ff47c1562433c40cd7ea	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/005/SRR1534765/SRR1534765.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR153/005/SRR1534765/SRR1534765.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/005/SRR1534765/SRR1534765.fastq.gz	h1_mesendoderm_r1	Generic sample from Homo sapiens
PRJNA34535	SAMN00739304	SRS267132	SRX667497	SRR1534766	ILLUMINA	Illumina HiSeq 2000	GH278_L7.2013_07_31	SINGLE	OTHER	GENOMIC	RANDOM	Illumina HiSeq 2000 sequencing; TAB-Seq	UCSD Human Reference Epigenome Mapping Project	2013_07_31_FISH_SR_Q33_A/fastq/Project_GH/Sample_GH278B_2/GH278B_2_NoIndex_L007_R1_001.fastq.gz	2013_07_31_FISH_SR_Q33_A/fastq/Project_GH/Sample_GH278B_2/GH278B_2_NoIndex_L007_R1_001.fastq	3839192778	523b0c9e738d25a0f925c181b076d05a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/006/SRR1534766/SRR1534766.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR153/006/SRR1534766/SRR1534766.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR153/006/SRR1534766/SRR1534766.fastq.gz	h1_mesendoderm_r1	Generic sample from Homo sapiens
PRJNA34535	SAMN00828739	SRS300640	SRX263880	SRR1734370	ILLUMINA	Illumina HiSeq 2000	methylC-seq_STL003AD-01c	SINGLE	Bisulfite-Seq	GENOMIC	RANDOM	Illumina HiSeq 2000 sequencing; Whole Genome Shotgun Bisulfite Sequencing of Adrenal Cells from Human STL003	UCSD Human Reference Epigenome Mapping Project	methylC-seq_STL003AD-01c	methylC-seq_2147_STL003AD-01c_1_reuploaded	20564442058	43ed5dceee564c1986061bb51f9776e8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/000/SRR1734370/SRR1734370.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR173/000/SRR1734370/SRR1734370.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR173/000/SRR1734370/SRR1734370.fastq.gz	STL003AD-01	Generic sample from Homo sapiens
PRJNA34535	SAMN00255367	SRS184456	SRX056684	SRR179588	ABI_SOLID	AB SOLiD 4 System	mRNA-Seq_ff_ips_19_11_r1	SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	AB SOLiD 4 System sequencing; Shotgun sequencing of polyA+ RNA isolated from the iPS cell line clone 19.11 derived from reprogramming of foreskin fibroblasts	UCSD Human Reference Epigenome Mapping Project	mRNA-Seq_ff_ips_19_11_r1	mRNA-Seq_ff_ips_19_11_r1_1	2843959154	a0b662f3031e20e982aa8ebefb9e1128	ftp.sra.ebi.ac.uk/vol1/fastq/SRR179/SRR179588/SRR179588.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/SRR179588/SRR179588.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR179/SRR179588/SRR179588.fastq.gz	ff_ips_19_11_r1	Generic sample from Homo sapiens
PRJNA34535	SAMN00255369	SRS184458	SRX056685	SRR179589	ABI_SOLID	AB SOLiD 4 System	mRNA-Seq_ff_ips_19_11_r3	SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	AB SOLiD 4 System sequencing; Shotgun sequencing of polyA+ RNA isolated from the iPS cell line clone 19.11 derived from reprogramming of foreskin fibroblasts	UCSD Human Reference Epigenome Mapping Project	mRNA-Seq_ff_ips_19_11_r3	mRNA-Seq_ff_ips_19_11_r3_1	2907351587	5edc170b948b0e36ae5a6b3a8b2419c2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR179/SRR179589/SRR179589.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/SRR179589/SRR179589.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR179/SRR179589/SRR179589.fastq.gz	ff_ips_19_11_r3	Generic sample from Homo sapiens
PRJNA34535	SAMN00255370	SRS184459	SRX056686	SRR179590	ABI_SOLID	AB SOLiD 4 System	mRNA-Seq_ff_ips_6_9_r1	SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	AB SOLiD 4 System sequencing; Shotgun sequencing of polyA+ RNA isolated from the iPS cell line clone 6.9 derived from reprogramming of foreskin fibroblasts	UCSD Human Reference Epigenome Mapping Project	mRNA-Seq_ff_ips_6_9_r1	mRNA-Seq_ff_ips_6_9_r1_1	3257501965	b4978c63a014c0daa59b33ecc0f83741	ftp.sra.ebi.ac.uk/vol1/fastq/SRR179/SRR179590/SRR179590.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/SRR179590/SRR179590.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR179/SRR179590/SRR179590.fastq.gz	ff_ips_6_9_r1	Generic sample from Homo sapiens
PRJNA34535	SAMN00114946	SRS116479	SRX056680	SRR179591	ABI_SOLID	AB SOLiD 4 System	mRNA-Seq_h1+bmp4_r1	SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	AB SOLiD 4 System sequencing; Shotgun sequencing of polyA+ RNA isolated from the H1+BMP4 trophoblast cell line	UCSD Human Reference Epigenome Mapping Project	mRNA-Seq_h1+bmp4_r1	mRNA-Seq_h1+bmp4_r1_1	3414444503	1f46c27dda9dce44f6564e437782998c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR179/SRR179591/SRR179591.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/SRR179591/SRR179591.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR179/SRR179591/SRR179591.fastq.gz	H1+BMP4_r1	Generic sample from Homo sapiens
PRJNA34535	SAMN00114947	SRS116480	SRX056681	SRR179592	ABI_SOLID	AB SOLiD 4 System	mRNA-Seq_h1+bmp4_r2	SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	AB SOLiD 4 System sequencing; Shotgun sequencing of polyA+ RNA isolated from the H1+BMP4 trophoblast cell line	UCSD Human Reference Epigenome Mapping Project	mRNA-Seq_h1+bmp4_r2	mRNA-Seq_h1+bmp4_r2_1	2878907072	e41dc3f6064979ef70e8bba7b5c60a35	ftp.sra.ebi.ac.uk/vol1/fastq/SRR179/SRR179592/SRR179592.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/SRR179592/SRR179592.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR179/SRR179592/SRR179592.fastq.gz	H1+BMP4_r2	Generic sample from Homo sapiens
PRJNA34535	SAMN00215949	SRS172880	SRX056682	SRR179593	ABI_SOLID	AB SOLiD 4 System	mRNA-Seq_h1-npc_r1	SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	AB SOLiD 4 System sequencing; Shotgun sequencing of polyA+ RNA isolated from the H1 cell line differentiated into neural progenitor cells	UCSD Human Reference Epigenome Mapping Project	mRNA-Seq_h1-npc_r1	mRNA-Seq_h1-npc_r1_1	3143369520	bd3ef80f3de51e80f1ddf1aeb72255b1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR179/SRR179593/SRR179593.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/SRR179593/SRR179593.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR179/SRR179593/SRR179593.fastq.gz	H1-NPC_r1	Generic sample from Homo sapiens
PRJNA34535	SAMN00215950	SRS172881	SRX056683	SRR179594	ABI_SOLID	AB SOLiD 4 System	mRNA-Seq_h1-npc_r2	SINGLE	RNA-Seq	TRANSCRIPTOMIC	cDNA	AB SOLiD 4 System sequencing; Shotgun sequencing of polyA+ RNA isolated from the H1 cell line differentiated into neural progenitor cells	UCSD Human Reference Epigenome Mapping Project	mRNA-Seq_h1-npc_r2	mRNA-Seq_h1-npc_r2_1	2900645991	c11dacb9726253ca280903e152f2fb74	ftp.sra.ebi.ac.uk/vol1/fastq/SRR179/SRR179594/SRR179594.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/SRR179594/SRR179594.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR179/SRR179594/SRR179594.fastq.gz	H1-NPC_r2	Generic sample from Homo sapiens
