File accession	File format	Software used	Encyclopedia Version	Biosample term id	Biosample type	Tissue	Type	Age	Age	Age Units	Organism	Date	Project	md5sum	Assembly	File Status	Derived from	S3 URL	Size
ENCFF669ZPK	bed bed3+	candidate Cis-Regulatory Elements	ENCSR351TOD	candidate Cis-Regulatory Elements	ENCODE v4	cardiac fibroblast	primary cell	unknown			Homo sapiens	8/29/17	"Zhiping Weng, UMass"	4610ae871de82aa609307e5b3b7940ca	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/08/21/83497207-d5c5-4140-bf9d-450f89c37bb2/ENCFF669ZPK.bed.gz	17885306
ENCFF490SDP	bed bed3+	candidate Cis-Regulatory Elements	ENCSR152IAI	candidate Cis-Regulatory Elements	ENCODE v4	brain	tissue	embryonic	142	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	963c026cabef45d7fd853effef442fc2	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/bc3c00d9-0d86-497b-a0e6-70ecd556638c/ENCFF490SDP.bed.gz	17872408
ENCFF171HWH	bed bed3+	candidate Cis-Regulatory Elements	ENCSR772DBO	candidate Cis-Regulatory Elements	ENCODE v4	renal cortex interstitium	tissue	adult	96	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	d808ac0f3c8613bdc2d1bdeb18b121f3	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/40844b96-c638-44ec-a2e6-a8e3586456c0/ENCFF171HWH.bed.gz	18000903
ENCFF700YOR	bed bed3+	candidate Cis-Regulatory Elements	ENCSR178GAK	candidate Cis-Regulatory Elements	ENCODE v4	HCT116	cell line	adult			Homo sapiens	8/29/17	"Zhiping Weng, UMass"	4c654a82c7d0117bc09403b229612b92	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/08/21/aa9dc81f-8083-4dc4-8233-7e43e37a6b2e/ENCFF700YOR.bed.gz	17904842
ENCFF567QBH	bed bed3+	candidate Cis-Regulatory Elements	ENCSR783FZR	candidate Cis-Regulatory Elements	ENCODE v4	renal pelvis	tissue	embryonic	103	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	6fde56902d986523ad76f70aba208d3d	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/aef6a4f7-749b-4585-a2a7-e0cbdf65aae6/ENCFF567QBH.bed.gz	18022980
ENCFF318RDL	bed bed3+	candidate Cis-Regulatory Elements	ENCSR669JUE	candidate Cis-Regulatory Elements	ENCODE v4	kidney	tissue	embryonic	121	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	1ec485d24f59428aa5b037a0dd8bfa08	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/7355666d-caa6-4191-8237-e899335b16da/ENCFF318RDL.bed.gz	17996388
ENCFF237HLI	bed bed3+	candidate Cis-Regulatory Elements	ENCSR698VWJ	candidate Cis-Regulatory Elements	ENCODE v4	brain	tissue	embryonic	58	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	967ab624a33603059cbcfebde8e46d82	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/47026450-4369-4f8a-b6c6-192ec1594a94/ENCFF237HLI.bed.gz	18028351
ENCFF892NFB	bed bed3+	candidate Cis-Regulatory Elements	ENCSR330JGH	candidate Cis-Regulatory Elements	ENCODE v4	adipocyte	in vitro differentiated cells	unknown			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	5d59872173d2e5c728bd4cd83c252de8	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/8be5f840-ca24-438c-959a-0e9f3ba879f8/ENCFF892NFB.bed.gz	18023744
ENCFF306FGX	bed bed3+	candidate Cis-Regulatory Elements	ENCSR118NRA	candidate Cis-Regulatory Elements	ENCODE v4	CD4-positive helper T cell	primary cell	unknown			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	59510a40737e5a64aa78118623459777	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/80ed29f4-1a4a-42a0-8c40-d2bbef8f5726/ENCFF306FGX.bed.gz	17951074
ENCFF721IVM	bed bed3+	candidate Cis-Regulatory Elements	ENCSR845XMJ	candidate Cis-Regulatory Elements	ENCODE v4	HUES6	cell line	embryonic			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	43e1413a13e8b83cbdcaa4bd7973584c	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/42613635-6784-40b6-9255-2dc5ab964eed/ENCFF721IVM.bed.gz	17986712
ENCFF384XPA	bed bed3+	candidate Cis-Regulatory Elements	ENCSR826OPO	candidate Cis-Regulatory Elements	ENCODE v4	G401	cell line	young adult	3	month	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	6ab4f6e50542de9977286b8e390c5633	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/f9753741-7d7e-43c5-980a-5df3f7c13029/ENCFF384XPA.bed.gz	17996564
ENCFF059QBC	bed bed3+	candidate Cis-Regulatory Elements	ENCSR364SBW	candidate Cis-Regulatory Elements	ENCODE v4	placenta	tissue	embryonic	53	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	d984b1b423012ee27db857e4a2050c8a	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/3cee4ee6-3d1b-436e-b907-022844d2be86/ENCFF059QBC.bed.gz	18010733
ENCFF055JHS	bed bed3+	candidate Cis-Regulatory Elements	ENCSR345IJK	candidate Cis-Regulatory Elements	ENCODE v4	muscle of leg	tissue	embryonic	110	day	Homo sapiens	8/30/17	"Zhiping Weng, UMass"	3a1fb63abcc1beb9610e691a7b4e6b2c	hg19	released	ENCFF621SFC	https://encode-public.s3.amazonaws.com/2017/08/21/08c8b623-cc92-45b9-8cf5-b756e6ca77f9/ENCFF055JHS.bed.gz	17947509
ENCFF594ZFL	bed bed3+	candidate Cis-Regulatory Elements	ENCSR335VJY	candidate Cis-Regulatory Elements	ENCODE v4	L1-S8R	cell line	unknown			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	a78cfd03418a4f6e0c7bb9ed231bd9b2	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/91cb2de5-30d4-4ed8-8b8a-868743fc2966/ENCFF594ZFL.bed.gz	17997007
ENCFF115AGU	bed bed3+	candidate Cis-Regulatory Elements	ENCSR084HLS	candidate Cis-Regulatory Elements	ENCODE v4	epithelial cell of esophagus	primary cell	unknown			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	461665bfd81b1e2979c6d530d542e030	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/f92a0379-767c-4389-b772-c1be68ffd430/ENCFF115AGU.bed.gz	17929829
ENCFF205RUR	bed bed3+	candidate Cis-Regulatory Elements	ENCSR461SDG	candidate Cis-Regulatory Elements	ENCODE v4	iPS DF 19.7	cell line	postnatal			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	955dfb0c9511679ecd61877540423c81	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/41e36367-260b-44c6-9c95-49c5d8875268/ENCFF205RUR.bed.gz	18001552
ENCFF953RKH	bed bed3+	candidate Cis-Regulatory Elements	ENCSR884ZFZ	candidate Cis-Regulatory Elements	ENCODE v4	"naive thymus-derived CD4-positive, alpha-beta T cell"	primary cell	adult	35	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	919951ce1e238a726788bd3be6028c06	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/5ccd8fa2-ef85-4f12-b839-73ac7d0e1230/ENCFF953RKH.bed.gz	17936391
ENCFF839PSM	bed bed3+	candidate Cis-Regulatory Elements	ENCSR319CYE	candidate Cis-Regulatory Elements	ENCODE v4	H9	cell line	embryonic	5	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	584d88e4eddd6096dd64537518a63b72	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/cf0b9383-1469-44ba-9b5a-9e6814116674/ENCFF839PSM.bed.gz	18031218
ENCFF134PVZ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR579BLL	candidate Cis-Regulatory Elements	ENCODE v4	kidney	tissue	embryonic	120	day	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	ff51d2b99a87f7a58f52a9727c295069	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/08/21/d0f3c037-9e99-4abf-b59b-2e9dd6b6cc69/ENCFF134PVZ.bed.gz	17901227
ENCFF735KJG	bed bed3+	candidate Cis-Regulatory Elements	ENCSR182PQX	candidate Cis-Regulatory Elements	ENCODE v4	stomach	tissue	embryonic	96	day	Homo sapiens	8/31/17	"Zhiping Weng, UMass"	7c1c95409d9bdde806fc0394511675aa	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/23ec2a77-9b95-4c8f-b388-8f75cf1d0505/ENCFF735KJG.bed.gz	18020558
ENCFF059EOB	bed bed3+	candidate Cis-Regulatory Elements	ENCSR557OKI	candidate Cis-Regulatory Elements	ENCODE v4	foreskin melanocyte	primary cell	postnatal			Homo sapiens	8/30/17	"Zhiping Weng, UMass"	70240bbc4aad94742db3b70de9c39e06	hg19	released	ENCFF621SFC	https://encode-public.s3.amazonaws.com/2017/08/21/3b152e7e-c0d8-4aed-946d-dc88130ff9c2/ENCFF059EOB.bed.gz	17915777
ENCFF625FCU	bed bed3+	candidate Cis-Regulatory Elements	ENCSR305LHR	candidate Cis-Regulatory Elements	ENCODE v4	natural killer cell	primary cell	adult	37	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	521b482acd92d636b592cfd91e805565	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/0ed7b1da-86c3-4f09-b96b-59dc1c72582f/ENCFF625FCU.bed.gz	17963538
ENCFF996DHI	bed bed3+	candidate Cis-Regulatory Elements	ENCSR117RMN	candidate Cis-Regulatory Elements	ENCODE v4	kidney	tissue	embryonic	108	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	1d2479f3e0507f16f1e83941b25d45bb	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/49198c25-e83b-4c48-b300-956c03aec283/ENCFF996DHI.bed.gz	17979115
ENCFF329OGY	bed bed3+	candidate Cis-Regulatory Elements	ENCSR683YNG	candidate Cis-Regulatory Elements	ENCODE v4	sigmoid colon	tissue	young adult	3	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	90d3b261fc43efa4a8383ba3f1225266	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/08/21/43e61278-af0d-4be5-a1a3-97ed12d437dd/ENCFF329OGY.bed.gz	17890985
ENCFF679FNJ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR700JNJ	candidate Cis-Regulatory Elements	ENCODE v4	thymus	tissue	embryonic	110	day	Homo sapiens	8/30/17	"Zhiping Weng, UMass"	a223d85770f8925173a4e8771df456f0	hg19	released	ENCFF621SFC	https://encode-public.s3.amazonaws.com/2017/08/21/dafd8012-0386-4e13-8a0d-546f0d8e15a5/ENCFF679FNJ.bed.gz	17921056
ENCFF793PVH	bed bed3+	candidate Cis-Regulatory Elements	ENCSR741EGM	candidate Cis-Regulatory Elements	ENCODE v4	HCT116	cell line	adult			Homo sapiens	8/29/17	"Zhiping Weng, UMass"	121bbbd84f99354ab92b5195d33f6e7f	hg19	released	ENCFF939SVL	https://encode-public.s3.amazonaws.com/2017/08/21/e068a26a-d57a-492f-a5b4-82870f53e77a/ENCFF793PVH.bed.gz	17939241
ENCFF902QKR	bed bed3+	candidate Cis-Regulatory Elements	ENCSR084BRS	candidate Cis-Regulatory Elements	ENCODE v4	skeletal muscle tissue	tissue	adult	72	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	1f123d550db79f2143ea434382a3ed73	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/08/21/2cab297c-c90d-4090-889d-deef74468aef/ENCFF902QKR.bed.gz	17920978
ENCFF756CUZ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR806PWT	candidate Cis-Regulatory Elements	ENCODE v4	muscle of leg	tissue	embryonic	110	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	9a3103aaa17da534e78ef83cdf4ac756	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/4883a54f-4609-469a-a6f4-20bcd44dc603/ENCFF756CUZ.bed.gz	18081712
ENCFF176TNM	bed bed3+	candidate Cis-Regulatory Elements	ENCSR285CDO	candidate Cis-Regulatory Elements	ENCODE v4	fibroblast of lung	primary cell	embryonic	12	week	Homo sapiens	8/31/17	"Zhiping Weng, UMass"	7618a25ec31c8e7ef0bb6f8cc105a753	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/ebf34b6f-d0a6-4ad7-a35f-2e411af2f658/ENCFF176TNM.bed.gz	18004139
ENCFF651YEX	bed bed3+	candidate Cis-Regulatory Elements	ENCSR373ZEE	candidate Cis-Regulatory Elements	ENCODE v4	GM12874	cell line	unknown			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	d35a425c2f9f8e84edd6d76a7c882b0f	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/ee7399c7-48bb-4c76-b403-9dbb0ca30bbc/ENCFF651YEX.bed.gz	17939398
ENCFF672JAW	bed bed3+	candidate Cis-Regulatory Elements	ENCSR540ABZ	candidate Cis-Regulatory Elements	ENCODE v4	AG09309	cell line	adult	21	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	fce7c70e119eef98d2109deee3a9d443	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/07/10/0598fb1e-4c65-47c4-abab-397b2853b891/ENCFF672JAW.bed.gz	17905372
ENCFF083APU	bed bed3+	candidate Cis-Regulatory Elements	ENCSR545RHH	candidate Cis-Regulatory Elements	ENCODE v4	mucosa of stomach	tissue	adult	59	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	b91b9455963655df87f633a42ab526a1	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/8f3fd9bf-d530-43f8-bded-e7d4e34f8c5c/ENCFF083APU.bed.gz	17919772
ENCFF597EGN	bed bed3+	candidate Cis-Regulatory Elements	ENCSR143OVZ	candidate Cis-Regulatory Elements	ENCODE v4	gastrocnemius medialis	tissue	adult	53	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	f7633035ed27690f30258380ff92ee78	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/e130748d-adc4-4b21-bea8-0b805a6ff394/ENCFF597EGN.bed.gz	17926317
ENCFF463YHN	bed bed3+	candidate Cis-Regulatory Elements	ENCSR777DJU	candidate Cis-Regulatory Elements	ENCODE v4	DOHH2	cell line	adult	60	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	5880676ec231b964453a64c5a5eeaf3b	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/f505f232-78d1-4a25-8972-8ba8657d68b5/ENCFF463YHN.bed.gz	18054541
ENCFF379PBQ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR830OHU	candidate Cis-Regulatory Elements	ENCODE v4	neuroepithelial stem cell	in vitro differentiated cells	embryonic	5	day	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	93b7dbb0f291b646face94cfe7ed0d16	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/07/10/3937bfe8-dddf-43df-ac9f-0ab39e5fe89a/ENCFF379PBQ.bed.gz	17906777
ENCFF066XTG	bed bed3+	candidate Cis-Regulatory Elements	ENCSR952VRL	candidate Cis-Regulatory Elements	ENCODE v4	CD4-positive helper T cell	primary cell	adult	21	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	ec795205172835fbce071ccb643873b5	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/94d3d453-8e49-49e2-97b4-34c3340b443e/ENCFF066XTG.bed.gz	17940919
ENCFF505JOA	bed bed3+	candidate Cis-Regulatory Elements	ENCSR411ZIA	candidate Cis-Regulatory Elements	ENCODE v4	pons	tissue	adult	78	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	ad91dc03bbbaa8ffb9e92637fb9e1cd5	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/0fc685ae-20a9-4601-8738-ee5f8af65590/ENCFF505JOA.bed.gz	18009630
ENCFF799DLB	bed bed3+	candidate Cis-Regulatory Elements	ENCSR989BTY	candidate Cis-Regulatory Elements	ENCODE v4	mid-neurogenesis radial glial cells	in vitro differentiated cells	embryonic	5	day	Homo sapiens	8/30/17	"Zhiping Weng, UMass"	e334eec687886fa49591a489e44054b2	hg19	released	ENCFF621SFC	https://encode-public.s3.amazonaws.com/2017/07/10/f6e51bd6-db03-49f2-b884-898c81e36b56/ENCFF799DLB.bed.gz	17916389
ENCFF185OAZ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR185GBW	candidate Cis-Regulatory Elements	ENCODE v4	esophagus	tissue	adult	34	year	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	b175cf44ebf284acf105f1338383e251	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/07/10/83b78084-799d-494d-a41e-dcdefb5e5c1f/ENCFF185OAZ.bed.gz	17891063
ENCFF904PHH	bed bed3+	candidate Cis-Regulatory Elements	ENCSR338AAA	candidate Cis-Regulatory Elements	ENCODE v4	mucosa of rectum	tissue	adult	50	year	Homo sapiens	8/30/17	"Zhiping Weng, UMass"	de19d2ad9d1e8aa395c07eb06b883da4	hg19	released	ENCFF621SFC	https://encode-public.s3.amazonaws.com/2017/07/10/c91cdcee-a8cf-4209-9e1f-fbf55a4c4776/ENCFF904PHH.bed.gz	17924086
ENCFF984XWH	bed bed3+	candidate Cis-Regulatory Elements	ENCSR943UHZ	candidate Cis-Regulatory Elements	ENCODE v4	lung	tissue	embryonic	120	day	Homo sapiens	8/31/17	"Zhiping Weng, UMass"	e68f90f7580080fbdd51be0ff6db9578	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/54d8f495-1fea-423f-84e9-6ca87c8d3a92/ENCFF984XWH.bed.gz	18017934
ENCFF875FSZ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR807JPQ	candidate Cis-Regulatory Elements	ENCODE v4	body of pancreas	tissue	adult	54	year	Homo sapiens	8/31/17	"Zhiping Weng, UMass"	271898a7c67fa80a8b80c1d772e948c7	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/a8287b14-56a3-4cb9-9cbf-4075ead2bd0c/ENCFF875FSZ.bed.gz	17912421
ENCFF695XPO	bed bed3+	candidate Cis-Regulatory Elements	ENCSR933DZF	candidate Cis-Regulatory Elements	ENCODE v4	muscle of back	tissue	embryonic	96	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	8ada809aa64d43a611e2570bc6581390	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/2618d8c0-e0ed-4647-b156-3099bb130e24/ENCFF695XPO.bed.gz	17998426
ENCFF113VYB	bed bed3+	candidate Cis-Regulatory Elements	ENCSR551OTA	candidate Cis-Regulatory Elements	ENCODE v4	renal cortex interstitium	tissue	embryonic	96	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	1754f94953697fcf6c4d635a72c31e57	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/29684970-84eb-491c-8b30-dfe1f2e4e471/ENCFF113VYB.bed.gz	17996268
ENCFF928JFD	bed bed3+	candidate Cis-Regulatory Elements	ENCSR177TEG	candidate Cis-Regulatory Elements	ENCODE v4	amnion	tissue	embryonic	16	week	Homo sapiens	8/29/17	"Zhiping Weng, UMass"	f10c62cf6a49aabd1c38915f1a74b499	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/08/21/c785a063-9a1f-42f8-afdb-8acdf9c3789f/ENCFF928JFD.bed.gz	17889822
ENCFF670YPM	bed bed3+	candidate Cis-Regulatory Elements	ENCSR846OZB	candidate Cis-Regulatory Elements	ENCODE v4	ACC112	cell line	adult	70	year	Homo sapiens	8/30/17	"Zhiping Weng, UMass"	a11a417644e9573f6373a2b35c407126	hg19	released	ENCFF621SFC	https://encode-public.s3.amazonaws.com/2017/07/10/f10e1cb2-909a-4203-a111-76be8011ff13/ENCFF670YPM.bed.gz	17941729
ENCFF104PNH	bed bed3+	candidate Cis-Regulatory Elements	ENCSR476FYA	candidate Cis-Regulatory Elements	ENCODE v4	ACC112	cell line	adult	70	year	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	50a0de064eb2e4cc9a0ee28cfe941ff0	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/a21cfd0e-2f9f-4d49-80af-506c3fe37263/ENCFF104PNH.bed.gz	18009090
ENCFF403AUO	bed bed3+	candidate Cis-Regulatory Elements	ENCSR608QJC	candidate Cis-Regulatory Elements	ENCODE v4	muscle of leg	tissue	embryonic	110	day	Homo sapiens	8/31/17	"Zhiping Weng, UMass"	644f1076fd7290c040c5e3d5af5103de	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/765a816a-0502-4dc1-b046-2b1108ad84a8/ENCFF403AUO.bed.gz	18035022
ENCFF224OLW	bed bed3+	candidate Cis-Regulatory Elements	ENCSR152SWD	candidate Cis-Regulatory Elements	ENCODE v4	cardiac muscle cell	in vitro differentiated cells	embryonic			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	a7f90d614a559c136eeefa5d99fdfd2c	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/f3e7c848-02dc-404d-93ca-ab7697c2d97f/ENCFF224OLW.bed.gz	17939928
ENCFF327IPK	bed bed3+	candidate Cis-Regulatory Elements	ENCSR104HVE	candidate Cis-Regulatory Elements	ENCODE v4	H7	cell line	embryonic			Homo sapiens	8/31/17	"Zhiping Weng, UMass"	da8a16bb29900086bca24e5eb713cbd4	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/31bf6ba9-5034-4650-a854-8d8001e6adca/ENCFF327IPK.bed.gz	18060789
ENCFF584VJX	bed bed3+	candidate Cis-Regulatory Elements	ENCSR341KFP	candidate Cis-Regulatory Elements	ENCODE v4	fibroblast of pulmonary artery	primary cell	unknown			Homo sapiens	8/31/17	"Zhiping Weng, UMass"	eb57edf35349b8c9140482baee41ab35	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/1b9f93d8-eb15-4707-b7e0-45e0ad7b9c1b/ENCFF584VJX.bed.gz	18065750
ENCFF243CGR	bed bed3+	candidate Cis-Regulatory Elements	ENCSR101EIS	candidate Cis-Regulatory Elements	ENCODE v4	H7	cell line	embryonic			Homo sapiens	8/29/17	"Zhiping Weng, UMass"	6b16326ca98aa1ebe64551a31b5cae1f	hg19	released	ENCFF970QXN	https://encode-public.s3.amazonaws.com/2017/08/21/b1e0a295-b256-4505-b945-76bc49417669/ENCFF243CGR.bed.gz	17898833
ENCFF023ZTQ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR108KQK	candidate Cis-Regulatory Elements	ENCODE v4	fibroblast of pulmonary artery	primary cell	unknown			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	84c160a369bb48b211ed6826ee63ecd5	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/6fda3ffc-3d09-4e37-81d0-91583282cf5e/ENCFF023ZTQ.bed.gz	17874738
ENCFF015TID	bed bed3+	candidate Cis-Regulatory Elements	ENCSR222BFN	candidate Cis-Regulatory Elements	ENCODE v4	GM12871	cell line	unknown			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	35d8765121601165360d9c1167e72ff5	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/d4fa3203-4fa0-40c3-aecd-02a63af8aa21/ENCFF015TID.bed.gz	17949941
ENCFF348AEV	bed bed3+	candidate Cis-Regulatory Elements	ENCSR981XKX	candidate Cis-Regulatory Elements	ENCODE v4	muscle of arm	tissue	embryonic	115	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	8dd8cafb03fbd638bd25a3f1954721f0	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/d9300da2-46fe-44ca-8334-8e6138e9927c/ENCFF348AEV.bed.gz	17997803
ENCFF831PAM	bed bed3+	candidate Cis-Regulatory Elements	ENCSR953WJW	candidate Cis-Regulatory Elements	ENCODE v4	renal pelvis	tissue	adult	96	day	Homo sapiens	9/12/17	"Zhiping Weng, UMass"	a200b06dff313d4f7c582e872936bee4	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/07/10/73cf52a8-b4dc-48cd-a6c4-e69deb411893/ENCFF831PAM.bed.gz	18003504
ENCFF720PRM	bed bed3+	candidate Cis-Regulatory Elements	ENCSR648KLF	candidate Cis-Regulatory Elements	ENCODE v4	IMR-90	cell line	embryonic	16	week	Homo sapiens	8/30/17	"Zhiping Weng, UMass"	fcb77f95a112a9e33918688ca98f2613	hg19	released	ENCFF621SFC	https://encode-public.s3.amazonaws.com/2017/08/21/afade257-a30c-44a8-ac85-3f527d9ea4f7/ENCFF720PRM.bed.gz	17917921
ENCFF036PND	bed bed3+	candidate Cis-Regulatory Elements	ENCSR581XSH	candidate Cis-Regulatory Elements	ENCODE v4	endothelial cell of umbilical vein	primary cell	postnatal			Homo sapiens	8/30/17	"Zhiping Weng, UMass"	986087c5c0a4e6be91a1f46a273ae13c	hg19	released	ENCFF621SFC	https://encode-public.s3.amazonaws.com/2017/08/21/5daa29c3-bfa2-4d14-91ab-69c0ee40e57e/ENCFF036PND.bed.gz	17926721
ENCFF488CWZ	bed bed3+	candidate Cis-Regulatory Elements	ENCSR885YQE	candidate Cis-Regulatory Elements	ENCODE v4	GM12870	cell line	unknown			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	dfa2308d2acc907ae9b97173f5cc5189	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/0735b664-4d99-4f65-b21e-2df4e60b3a9d/ENCFF488CWZ.bed.gz	17950398
ENCFF614WPV	bed bed3+	candidate Cis-Regulatory Elements	ENCSR789RKI	candidate Cis-Regulatory Elements	ENCODE v4	ELR	cell line	postnatal			Homo sapiens	9/12/17	"Zhiping Weng, UMass"	effa20207d976303ea489c8a8dfd13f9	hg19	released	ENCFF788SJC	https://encode-public.s3.amazonaws.com/2017/08/21/5d13e475-f30b-44c3-a8b9-eda1cba10faa/ENCFF614WPV.bed.gz	17967666
ENCFF621SFC	bed bed3+	candidate Cis-Regulatory Elements	ENCSR110JKK	candidate Cis-Regulatory Elements	ENCODE v4						Homo sapiens	8/31/17	"Zhiping Weng, UMass"	f2ecb731914e840c489841924b80bacc	hg19	released	ENCFF301VRH	https://encode-public.s3.amazonaws.com/2017/07/10/6e42eff9-e38c-49b6-9b21-3246366f0a93/ENCFF621SFC.bed.gz	17934417
